user_id,type,name,timestamp,outcome
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-02-23 15:51:03,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-03-02 15:51:03,MISS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-03-09 15:51:03,MISS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-03-16 15:51:03,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-03-23 15:51:03,MISS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-03-30 15:51:03,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-04-06 15:51:03,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-04-13 15:51:03,MISS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-04-20 15:51:03,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-04-27 15:51:03,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-05-04 15:51:03,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-05-11 15:51:03,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-05-18 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-05-25 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-06-01 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-06-08 15:51:04,MISS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-06-15 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-06-22 15:51:04,MISS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-06-29 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-07-06 15:51:04,MISS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-07-13 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-07-20 15:51:04,MISS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-07-27 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-08-03 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-08-10 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-08-17 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-08-24 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-08-31 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-09-07 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-09-14 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-09-21 15:51:04,MISS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-09-28 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-10-05 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-10-12 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-10-19 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-10-26 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-11-02 15:51:04,MISS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-11-09 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-11-16 15:51:04,MISS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-11-23 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-11-30 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-12-07 15:51:04,MISS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-12-14 15:51:04,FAIL
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-12-21 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2022-12-28 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2023-01-04 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2023-01-11 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2023-01-18 15:51:04,SUCCESS
14c71989788b49b693eb227114557e89,Novice,Angeline,2023-01-25 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-02-16 15:51:03,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-02-23 15:51:03,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-03-02 15:51:03,FAIL
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-03-09 15:51:03,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-03-16 15:51:03,FAIL
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-03-23 15:51:03,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-03-30 15:51:03,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-04-06 15:51:03,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-04-13 15:51:03,FAIL
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-04-20 15:51:03,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-04-27 15:51:03,FAIL
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-05-04 15:51:03,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-05-11 15:51:03,FAIL
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-05-18 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-05-25 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-06-01 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-06-08 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-06-15 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-06-22 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-06-29 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-07-06 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-07-13 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-07-20 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-07-27 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-08-03 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-08-10 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-08-17 15:51:04,FAIL
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-08-24 15:51:04,FAIL
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-08-31 15:51:04,FAIL
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-09-07 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-09-14 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-09-21 15:51:04,FAIL
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-09-28 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-10-05 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-10-12 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-10-19 15:51:04,FAIL
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-10-26 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-11-02 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-11-09 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-11-16 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-11-23 15:51:04,MISS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-11-30 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-12-07 15:51:04,FAIL
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-12-14 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-12-21 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2022-12-28 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2023-01-04 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2023-01-11 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2023-01-18 15:51:04,SUCCESS
185fc9e171634ea58111a836c43f5a29,Novice,John,2023-01-25 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-02-16 15:51:03,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-02-23 15:51:03,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-03-02 15:51:03,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-03-09 15:51:03,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-03-16 15:51:03,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-03-23 15:51:03,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-03-30 15:51:03,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-04-06 15:51:03,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-04-13 15:51:03,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-04-20 15:51:03,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-04-27 15:51:03,MISS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-05-04 15:51:03,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-05-11 15:51:03,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-05-18 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-05-25 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-06-01 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-06-08 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-06-15 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-06-22 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-06-29 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-07-06 15:51:04,MISS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-07-13 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-07-20 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-07-27 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-08-03 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-08-10 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-08-17 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-08-24 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-08-31 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-09-07 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-09-14 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-09-21 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-09-28 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-10-05 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-10-12 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-10-19 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-10-26 15:51:04,MISS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-11-02 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-11-09 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-11-16 15:51:04,MISS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-11-23 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-11-30 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-12-07 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-12-14 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-12-21 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2022-12-28 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2023-01-04 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2023-01-11 15:51:04,FAIL
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2023-01-18 15:51:04,SUCCESS
1bc0bdd319ad4f7ab36dbe3679d918bb,Novice,Gary,2023-01-25 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-02-16 15:51:03,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-02-23 15:51:03,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-03-02 15:51:03,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-03-09 15:51:03,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-03-16 15:51:03,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-03-23 15:51:03,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-03-30 15:51:03,MISS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-04-06 15:51:03,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-04-13 15:51:03,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-04-20 15:51:03,MISS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-04-27 15:51:03,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-05-04 15:51:03,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-05-11 15:51:03,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-05-18 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-05-25 15:51:04,MISS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-06-01 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-06-08 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-06-15 15:51:04,MISS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-06-22 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-06-29 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-07-06 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-07-13 15:51:04,MISS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-07-20 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-07-27 15:51:04,MISS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-08-03 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-08-10 15:51:04,MISS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-08-17 15:51:04,MISS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-08-24 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-08-31 15:51:04,MISS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-09-07 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-09-14 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-09-21 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-09-28 15:51:04,MISS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-10-05 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-10-12 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-10-19 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-10-26 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-11-02 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-11-09 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-11-16 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-11-23 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-11-30 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-12-07 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-12-14 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-12-21 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2022-12-28 15:51:04,FAIL
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2023-01-04 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2023-01-11 15:51:04,SUCCESS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2023-01-18 15:51:04,MISS
242b8d0f3cc34226b6c9fa977ad0c26e,Novice,Linda,2023-01-25 15:51:04,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-02-16 15:51:03,MISS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-02-23 15:51:03,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-03-02 15:51:03,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-03-09 15:51:03,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-03-16 15:51:03,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-03-23 15:51:03,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-03-30 15:51:03,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-04-06 15:51:03,MISS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-04-13 15:51:03,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-04-20 15:51:03,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-04-27 15:51:03,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-05-04 15:51:03,MISS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-05-11 15:51:03,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-05-18 15:51:04,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-05-25 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-06-01 15:51:04,MISS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-06-08 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-06-15 15:51:04,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-06-22 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-06-29 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-07-06 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-07-13 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-07-20 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-07-27 15:51:04,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-08-03 15:51:04,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-08-10 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-08-17 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-08-24 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-08-31 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-09-07 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-09-14 15:51:04,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-09-21 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-09-28 15:51:04,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-10-05 15:51:04,FAIL
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-10-12 15:51:04,SUCCESS
2d48a1c152c545458d8bc591e12e28d0,Novice,Rodney,2022-10-19 15:51:04,FAIL
